level_0,index,YEAR,Trial,TRIAL_SHORT,Location,LOC_SHORT,Trt,Reps,Plots,SAMPLING,TRIAL_CODE,Trt1,Rep1,Plot,LABEL
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,17,2,217,NxF-HUT.O-22-Book-217
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,18,2,218,NxF-HUT.O-22-Book-218
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,19,2,219,NxF-HUT.O-22-Book-219
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,20,2,220,NxF-HUT.O-22-Book-220
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,1,3,301,NxF-HUT.O-22-Book-301
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,2,3,302,NxF-HUT.O-22-Book-302
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,3,3,303,NxF-HUT.O-22-Book-303
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,4,3,304,NxF-HUT.O-22-Book-304
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,5,3,305,NxF-HUT.O-22-Book-305
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,6,3,306,NxF-HUT.O-22-Book-306
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,7,3,307,NxF-HUT.O-22-Book-307
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,8,3,308,NxF-HUT.O-22-Book-308
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,9,3,309,NxF-HUT.O-22-Book-309
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,10,3,310,NxF-HUT.O-22-Book-310
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,11,3,311,NxF-HUT.O-22-Book-311
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,12,3,312,NxF-HUT.O-22-Book-312
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,13,3,313,NxF-HUT.O-22-Book-313
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,14,3,314,NxF-HUT.O-22-Book-314
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,15,3,315,NxF-HUT.O-22-Book-315
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,16,3,316,NxF-HUT.O-22-Book-316
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,17,3,317,NxF-HUT.O-22-Book-317
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,18,3,318,NxF-HUT.O-22-Book-318
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,19,3,319,NxF-HUT.O-22-Book-319
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,20,3,320,NxF-HUT.O-22-Book-320
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,1,4,401,NxF-HUT.O-22-Book-401
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,2,4,402,NxF-HUT.O-22-Book-402
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,3,4,403,NxF-HUT.O-22-Book-403
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,4,4,404,NxF-HUT.O-22-Book-404
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,5,4,405,NxF-HUT.O-22-Book-405
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,6,4,406,NxF-HUT.O-22-Book-406
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,7,4,407,NxF-HUT.O-22-Book-407
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,8,4,408,NxF-HUT.O-22-Book-408
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,9,4,409,NxF-HUT.O-22-Book-409
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,10,4,410,NxF-HUT.O-22-Book-410
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,11,4,411,NxF-HUT.O-22-Book-411
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,12,4,412,NxF-HUT.O-22-Book-412
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,13,4,413,NxF-HUT.O-22-Book-413
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,14,4,414,NxF-HUT.O-22-Book-414
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,15,4,415,NxF-HUT.O-22-Book-415
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,16,4,416,NxF-HUT.O-22-Book-416
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,17,4,417,NxF-HUT.O-22-Book-417
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,18,4,418,NxF-HUT.O-22-Book-418
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,19,4,419,NxF-HUT.O-22-Book-419
54,56,22,Nitrogen x fungicide,NxF,Hutchinson Optimum,HUT.O,20.0,4.0,80,Book,4,20,4,420,NxF-HUT.O-22-Book-420
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,1,1,101,PMS-HUT.O-22-CB-101
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,2,1,102,PMS-HUT.O-22-CB-102
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,3,1,103,PMS-HUT.O-22-CB-103
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,4,1,104,PMS-HUT.O-22-CB-104
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,5,1,105,PMS-HUT.O-22-CB-105
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,6,1,106,PMS-HUT.O-22-CB-106
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,1,2,201,PMS-HUT.O-22-CB-201
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,2,2,202,PMS-HUT.O-22-CB-202
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,3,2,203,PMS-HUT.O-22-CB-203
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,4,2,204,PMS-HUT.O-22-CB-204
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,5,2,205,PMS-HUT.O-22-CB-205
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,6,2,206,PMS-HUT.O-22-CB-206
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,1,3,301,PMS-HUT.O-22-CB-301
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,2,3,302,PMS-HUT.O-22-CB-302
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,3,3,303,PMS-HUT.O-22-CB-303
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,4,3,304,PMS-HUT.O-22-CB-304
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,5,3,305,PMS-HUT.O-22-CB-305
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,6,3,306,PMS-HUT.O-22-CB-306
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,1,4,401,PMS-HUT.O-22-CB-401
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,2,4,402,PMS-HUT.O-22-CB-402
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,3,4,403,PMS-HUT.O-22-CB-403
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,4,4,404,PMS-HUT.O-22-CB-404
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,5,4,405,PMS-HUT.O-22-CB-405
55,57,22,Predictive Model Stripe,PMS,Hutchinson Optimum,HUT.O,6.0,4.0,24,CB,6,6,4,406,PMS-HUT.O-22-CB-406
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,1,1,101,SP-HUT.O-22-CB-101
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,2,1,102,SP-HUT.O-22-CB-102
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,3,1,103,SP-HUT.O-22-CB-103
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,1,2,201,SP-HUT.O-22-CB-201
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,2,2,202,SP-HUT.O-22-CB-202
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,3,2,203,SP-HUT.O-22-CB-203
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,1,3,301,SP-HUT.O-22-CB-301
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,2,3,302,SP-HUT.O-22-CB-302
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,3,3,303,SP-HUT.O-22-CB-303
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,1,4,401,SP-HUT.O-22-CB-401
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,2,4,402,SP-HUT.O-22-CB-402
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,3,4,403,SP-HUT.O-22-CB-403
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,1,5,501,SP-HUT.O-22-CB-501
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,2,5,502,SP-HUT.O-22-CB-502
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,3,5,503,SP-HUT.O-22-CB-503
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,1,6,601,SP-HUT.O-22-CB-601
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,2,6,602,SP-HUT.O-22-CB-602
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,3,6,603,SP-HUT.O-22-CB-603
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,1,7,701,SP-HUT.O-22-CB-701
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,2,7,702,SP-HUT.O-22-CB-702
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,3,7,703,SP-HUT.O-22-CB-703
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,1,8,801,SP-HUT.O-22-CB-801
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,2,8,802,SP-HUT.O-22-CB-802
56,58,22,S presence,SP,Hutchinson Optimum,HUT.O,3.0,8.0,24,CB,5,3,8,803,SP-HUT.O-22-CB-803
57,59,22,TBD,TBD,Hutchinson Optimum,HUT.O,8.0,1.0,8,CB,16,1,1,101,TBD-HUT.O-22-CB-101
57,59,22,TBD,TBD,Hutchinson Optimum,HUT.O,8.0,1.0,8,CB,16,2,1,102,TBD-HUT.O-22-CB-102
57,59,22,TBD,TBD,Hutchinson Optimum,HUT.O,8.0,1.0,8,CB,16,3,1,103,TBD-HUT.O-22-CB-103
57,59,22,TBD,TBD,Hutchinson Optimum,HUT.O,8.0,1.0,8,CB,16,4,1,104,TBD-HUT.O-22-CB-104
57,59,22,TBD,TBD,Hutchinson Optimum,HUT.O,8.0,1.0,8,CB,16,5,1,105,TBD-HUT.O-22-CB-105
57,59,22,TBD,TBD,Hutchinson Optimum,HUT.O,8.0,1.0,8,CB,16,6,1,106,TBD-HUT.O-22-CB-106
57,59,22,TBD,TBD,Hutchinson Optimum,HUT.O,8.0,1.0,8,CB,16,7,1,107,TBD-HUT.O-22-CB-107
57,59,22,TBD,TBD,Hutchinson Optimum,HUT.O,8.0,1.0,8,CB,16,8,1,108,TBD-HUT.O-22-CB-108
58,60,22,TBD,TBD,Hutchinson Optimum,HUT.O,7.0,1.0,7,CB,16,1,1,101,TBD-HUT.O-22-CB-101
58,60,22,TBD,TBD,Hutchinson Optimum,HUT.O,7.0,1.0,7,CB,16,2,1,102,TBD-HUT.O-22-CB-102
58,60,22,TBD,TBD,Hutchinson Optimum,HUT.O,7.0,1.0,7,CB,16,3,1,103,TBD-HUT.O-22-CB-103
58,60,22,TBD,TBD,Hutchinson Optimum,HUT.O,7.0,1.0,7,CB,16,4,1,104,TBD-HUT.O-22-CB-104
58,60,22,TBD,TBD,Hutchinson Optimum,HUT.O,7.0,1.0,7,CB,16,5,1,105,TBD-HUT.O-22-CB-105
58,60,22,TBD,TBD,Hutchinson Optimum,HUT.O,7.0,1.0,7,CB,16,6,1,106,TBD-HUT.O-22-CB-106
58,60,22,TBD,TBD,Hutchinson Optimum,HUT.O,7.0,1.0,7,CB,16,7,1,107,TBD-HUT.O-22-CB-107
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,1,1,101,TP-HUT.O-22-HI-101
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,2,1,102,TP-HUT.O-22-HI-102
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,3,1,103,TP-HUT.O-22-HI-103
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,4,1,104,TP-HUT.O-22-HI-104
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,5,1,105,TP-HUT.O-22-HI-105
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,6,1,106,TP-HUT.O-22-HI-106
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,7,1,107,TP-HUT.O-22-HI-107
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,8,1,108,TP-HUT.O-22-HI-108
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,9,1,109,TP-HUT.O-22-HI-109
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,10,1,110,TP-HUT.O-22-HI-110
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,11,1,111,TP-HUT.O-22-HI-111
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,12,1,112,TP-HUT.O-22-HI-112
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,13,1,113,TP-HUT.O-22-HI-113
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,14,1,114,TP-HUT.O-22-HI-114
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,15,1,115,TP-HUT.O-22-HI-115
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,16,1,116,TP-HUT.O-22-HI-116
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,17,1,117,TP-HUT.O-22-HI-117
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,18,1,118,TP-HUT.O-22-HI-118
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,19,1,119,TP-HUT.O-22-HI-119
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,20,1,120,TP-HUT.O-22-HI-120
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,21,1,121,TP-HUT.O-22-HI-121
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,22,1,122,TP-HUT.O-22-HI-122
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,23,1,123,TP-HUT.O-22-HI-123
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,24,1,124,TP-HUT.O-22-HI-124
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,25,1,125,TP-HUT.O-22-HI-125
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,26,1,126,TP-HUT.O-22-HI-126
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,27,1,127,TP-HUT.O-22-HI-127
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,28,1,128,TP-HUT.O-22-HI-128
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,29,1,129,TP-HUT.O-22-HI-129
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,30,1,130,TP-HUT.O-22-HI-130
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,31,1,131,TP-HUT.O-22-HI-131
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,32,1,132,TP-HUT.O-22-HI-132
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,33,1,133,TP-HUT.O-22-HI-133
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,34,1,134,TP-HUT.O-22-HI-134
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,35,1,135,TP-HUT.O-22-HI-135
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,36,1,136,TP-HUT.O-22-HI-136
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,37,1,137,TP-HUT.O-22-HI-137
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,38,1,138,TP-HUT.O-22-HI-138
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,39,1,139,TP-HUT.O-22-HI-139
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,40,1,140,TP-HUT.O-22-HI-140
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,41,1,141,TP-HUT.O-22-HI-141
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,42,1,142,TP-HUT.O-22-HI-142
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,43,1,143,TP-HUT.O-22-HI-143
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,44,1,144,TP-HUT.O-22-HI-144
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,45,1,145,TP-HUT.O-22-HI-145
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,46,1,146,TP-HUT.O-22-HI-146
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,47,1,147,TP-HUT.O-22-HI-147
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,48,1,148,TP-HUT.O-22-HI-148
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,49,1,149,TP-HUT.O-22-HI-149
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,50,1,150,TP-HUT.O-22-HI-150
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,1,2,201,TP-HUT.O-22-HI-201
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,2,2,202,TP-HUT.O-22-HI-202
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,3,2,203,TP-HUT.O-22-HI-203
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,4,2,204,TP-HUT.O-22-HI-204
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,5,2,205,TP-HUT.O-22-HI-205
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,6,2,206,TP-HUT.O-22-HI-206
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,7,2,207,TP-HUT.O-22-HI-207
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,8,2,208,TP-HUT.O-22-HI-208
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,9,2,209,TP-HUT.O-22-HI-209
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,10,2,210,TP-HUT.O-22-HI-210
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,11,2,211,TP-HUT.O-22-HI-211
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,12,2,212,TP-HUT.O-22-HI-212
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,13,2,213,TP-HUT.O-22-HI-213
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,14,2,214,TP-HUT.O-22-HI-214
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,15,2,215,TP-HUT.O-22-HI-215
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,16,2,216,TP-HUT.O-22-HI-216
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,17,2,217,TP-HUT.O-22-HI-217
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,18,2,218,TP-HUT.O-22-HI-218
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,19,2,219,TP-HUT.O-22-HI-219
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,20,2,220,TP-HUT.O-22-HI-220
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,21,2,221,TP-HUT.O-22-HI-221
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,22,2,222,TP-HUT.O-22-HI-222
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,23,2,223,TP-HUT.O-22-HI-223
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,24,2,224,TP-HUT.O-22-HI-224
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,25,2,225,TP-HUT.O-22-HI-225
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,26,2,226,TP-HUT.O-22-HI-226
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,27,2,227,TP-HUT.O-22-HI-227
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,28,2,228,TP-HUT.O-22-HI-228
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,29,2,229,TP-HUT.O-22-HI-229
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,30,2,230,TP-HUT.O-22-HI-230
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,31,2,231,TP-HUT.O-22-HI-231
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,32,2,232,TP-HUT.O-22-HI-232
59,61,22,Tillering Plasticity,TP,Hutchinson Optimum,HUT.O,50.0,4.0,200,HI,17,33,2,233,TP-HUT.O-22-HI-233
